pcak,k,mode,opa,q,nms,nsel,prec,rec,nvis
16,4,crease,0.80,0.75,0.7,2322,0.5387,0.3561,1259
16,4,l1,0.10,0.25,off,42663,0.4161,0.9492,23842
16,4,l1,0.10,0.25,0.9,34462,0.4173,0.9390,19250
16,4,l1,0.10,0.25,0.7,23722,0.4120,0.9085,13180
16,4,l1,0.10,0.40,off,34130,0.4425,0.9017,19240
16,4,l1,0.10,0.40,0.9,28207,0.4439,0.8907,15861
16,4,l1,0.10,0.40,0.7,19867,0.4376,0.8638,11109
16,4,l1,0.10,0.55,off,25598,0.4512,0.8360,14554
16,4,l1,0.10,0.55,0.9,21686,0.4530,0.8254,12292
16,4,l1,0.10,0.55,0.7,15824,0.4495,0.7982,8932
16,4,l1,0.10,0.65,off,19910,0.4471,0.7780,11351
16,4,l1,0.10,0.65,0.9,17191,0.4491,0.7669,9765
16,4,l1,0.10,0.65,0.7,12945,0.4479,0.7391,7322
16,4,l1,0.10,0.75,off,14221,0.4429,0.7148,8096
16,4,l1,0.10,0.75,0.9,12543,0.4456,0.7024,7120
16,4,l1,0.10,0.75,0.7,9801,0.4452,0.6751,5549
16,4,l1,0.30,0.25,off,23979,0.4606,0.8876,13194
16,4,l1,0.30,0.25,0.9,20878,0.4565,0.8762,11484
16,4,l1,0.30,0.25,0.7,16341,0.4487,0.8537,8996
16,4,l1,0.30,0.40,off,19184,0.4721,0.8296,10633
16,4,l1,0.30,0.40,0.9,16913,0.4690,0.8171,9359
16,4,l1,0.30,0.40,0.7,13428,0.4619,0.7935,7426
16,4,l1,0.30,0.55,off,14388,0.4728,0.7505,8003
16,4,l1,0.30,0.55,0.9,12922,0.4712,0.7392,7172
16,4,l1,0.30,0.55,0.7,10540,0.4658,0.7165,5858
16,4,l1,0.30,0.65,off,11191,0.4682,0.6964,6243
16,4,l1,0.30,0.65,0.9,10187,0.4682,0.6872,5667
16,4,l1,0.30,0.65,0.7,8491,0.4639,0.6636,4725
16,4,l1,0.30,0.75,off,7993,0.4650,0.6107,4437
16,4,l1,0.30,0.75,0.9,7390,0.4665,0.6005,4089
16,4,l1,0.30,0.75,0.7,6305,0.4643,0.5816,3498
16,4,l1,0.50,0.25,off,15342,0.4974,0.8013,8398
16,4,l1,0.50,0.25,0.9,13824,0.4921,0.7905,7557
16,4,l1,0.50,0.25,0.7,11477,0.4836,0.7682,6263
16,4,l1,0.50,0.40,off,12273,0.5025,0.7464,6764
16,4,l1,0.50,0.40,0.9,11177,0.4988,0.7359,6147
16,4,l1,0.50,0.40,0.7,9432,0.4909,0.7165,5175
16,4,l1,0.50,0.55,off,9205,0.4997,0.6644,5104
16,4,l1,0.50,0.55,0.9,8521,0.4975,0.6550,4714
16,4,l1,0.50,0.55,0.7,7329,0.4892,0.6345,4050
16,4,l1,0.50,0.65,off,7160,0.4950,0.6028,3954
16,4,l1,0.50,0.65,0.9,6676,0.4939,0.5965,3682
16,4,l1,0.50,0.65,0.7,5841,0.4900,0.5783,3225
16,4,l1,0.50,0.75,off,5114,0.4891,0.5120,2811
16,4,l1,0.50,0.75,0.9,4837,0.4891,0.5037,2652
16,4,l1,0.50,0.75,0.7,4329,0.4867,0.4915,2376
16,4,l1,0.60,0.25,off,12285,0.5164,0.7492,6720
16,4,l1,0.60,0.25,0.9,11215,0.5114,0.7378,6123
16,4,l1,0.60,0.25,0.7,9542,0.5046,0.7199,5206
16,4,l1,0.60,0.40,off,9828,0.5181,0.6890,5405
16,4,l1,0.60,0.40,0.9,9040,0.5134,0.6786,4958
16,4,l1,0.60,0.40,0.7,7792,0.5067,0.6636,4272
16,4,l1,0.60,0.55,off,7371,0.5134,0.6116,4087
16,4,l1,0.60,0.55,0.9,6887,0.5109,0.6046,3810
16,4,l1,0.60,0.55,0.7,6019,0.5055,0.5886,3327
16,4,l1,0.60,0.65,off,5733,0.5065,0.5428,3172
16,4,l1,0.60,0.65,0.9,5394,0.5040,0.5370,2979
16,4,l1,0.60,0.65,0.7,4792,0.5026,0.5253,2642
16,4,l1,0.60,0.75,off,4095,0.5015,0.4662,2256
16,4,l1,0.60,0.75,0.9,3899,0.5020,0.4611,2144
16,4,l1,0.60,0.75,0.7,3540,0.5023,0.4519,1939
16,4,l1,0.70,0.25,off,9835,0.5319,0.6979,5357
16,4,l1,0.70,0.25,0.9,9056,0.5281,0.6873,4917
16,4,l1,0.70,0.25,0.7,7880,0.5216,0.6731,4263
16,4,l1,0.70,0.40,off,7868,0.5313,0.6364,4316
16,4,l1,0.70,0.40,0.9,7316,0.5287,0.6279,3998
16,4,l1,0.70,0.40,0.7,6422,0.5221,0.6130,3494
16,4,l1,0.70,0.55,off,5901,0.5251,0.5642,3250
16,4,l1,0.70,0.55,0.9,5551,0.5241,0.5579,3048
16,4,l1,0.70,0.55,0.7,4943,0.5183,0.5424,2700
16,4,l1,0.70,0.65,off,4590,0.5224,0.4953,2519
16,4,l1,0.70,0.65,0.9,4345,0.5225,0.4892,2379
16,4,l1,0.70,0.65,0.7,3924,0.5202,0.4770,2137
16,4,l1,0.70,0.75,off,3279,0.5206,0.4218,1796
16,4,l1,0.70,0.75,0.9,3135,0.5213,0.4170,1711
16,4,l1,0.70,0.75,0.7,2887,0.5218,0.4082,1566
16,4,l1,0.80,0.25,off,7674,0.5467,0.6252,4183
16,4,l1,0.80,0.25,0.9,7133,0.5417,0.6172,3871
16,4,l1,0.80,0.25,0.7,6302,0.5358,0.6061,3404
16,4,l1,0.80,0.40,off,6140,0.5439,0.5684,3357
16,4,l1,0.80,0.40,0.9,5767,0.5405,0.5627,3143
16,4,l1,0.80,0.40,0.7,5133,0.5343,0.5509,2780
16,4,l1,0.80,0.55,off,4605,0.5363,0.4970,2529
16,4,l1,0.80,0.55,0.9,4371,0.5359,0.4922,2392
16,4,l1,0.80,0.55,0.7,3943,0.5311,0.4800,2144
16,4,l1,0.80,0.65,off,3582,0.5343,0.4259,1964
16,4,l1,0.80,0.65,0.9,3421,0.5342,0.4217,1867
16,4,l1,0.80,0.65,0.7,3131,0.5324,0.4139,1699
16,4,l1,0.80,0.75,off,2558,0.5307,0.3581,1395
16,4,l1,0.80,0.75,0.9,2466,0.5323,0.3556,1339
16,4,l1,0.80,0.75,0.7,2294,0.5341,0.3485,1236
16,5,crease,0.10,0.25,off,42663,0.4165,0.9475,23837
16,5,crease,0.10,0.25,0.9,33084,0.4169,0.9332,18456
16,5,crease,0.10,0.25,0.7,21424,0.4146,0.8968,11879
16,5,crease,0.10,0.40,off,34130,0.4403,0.9000,19235
16,5,crease,0.10,0.40,0.9,27291,0.4396,0.8851,15345
16,5,crease,0.10,0.40,0.7,18306,0.4386,0.8530,10220
16,5,crease,0.10,0.55,off,25598,0.4492,0.8352,14569
16,5,crease,0.10,0.55,0.9,21177,0.4506,0.8206,12005
16,5,crease,0.10,0.55,0.7,14945,0.4500,0.7828,8395
16,5,crease,0.10,0.65,off,19910,0.4465,0.7898,11389
16,5,crease,0.10,0.65,0.9,16890,0.4485,0.7744,9631
16,5,crease,0.10,0.65,0.7,12420,0.4501,0.7392,7014
16,5,crease,0.10,0.75,off,14221,0.4432,0.7248,8110
16,5,crease,0.10,0.75,0.9,12432,0.4446,0.7089,7092
16,5,crease,0.10,0.75,0.7,9602,0.4447,0.6765,5440
16,5,crease,0.30,0.25,off,23979,0.4619,0.8903,13200
16,5,crease,0.30,0.25,0.9,20309,0.4573,0.8761,11180
16,5,crease,0.30,0.25,0.7,15219,0.4504,0.8436,8370
16,5,crease,0.30,0.40,off,19184,0.4707,0.8300,10640
16,5,crease,0.30,0.40,0.9,16599,0.4675,0.8152,9194
16,5,crease,0.30,0.40,0.7,12748,0.4645,0.7832,7033
16,5,crease,0.30,0.55,off,14388,0.4739,0.7659,8028
16,5,crease,0.30,0.55,0.9,12748,0.4729,0.7551,7104
16,5,crease,0.30,0.55,0.7,10165,0.4705,0.7206,5650
16,5,crease,0.30,0.65,off,11191,0.4694,0.7099,6255
16,5,crease,0.30,0.65,0.9,10109,0.4693,0.6979,5647
16,5,crease,0.30,0.65,0.7,8294,0.4670,0.6698,4620
16,5,crease,0.30,0.75,off,7993,0.4652,0.6262,4434
16,5,crease,0.30,0.75,0.9,7369,0.4655,0.6166,4093
16,5,crease,0.30,0.75,0.7,6227,0.4623,0.5904,3457
16,5,crease,0.50,0.25,off,15342,0.4984,0.7979,8406
16,5,crease,0.50,0.25,0.9,13536,0.4925,0.7829,7410
16,5,crease,0.50,0.25,0.7,10894,0.4860,0.7599,5949
16,5,crease,0.50,0.40,off,12273,0.5020,0.7477,6777
16,5,crease,0.50,0.40,0.9,10991,0.4983,0.7336,6055
16,5,crease,0.50,0.40,0.7,9047,0.4945,0.7094,4963
16,5,crease,0.50,0.55,off,9205,0.4976,0.6729,5127
16,5,crease,0.50,0.55,0.9,8413,0.4960,0.6620,4682
16,5,crease,0.50,0.55,0.7,7137,0.4948,0.6406,3957
16,5,crease,0.50,0.65,off,7160,0.4983,0.6157,3971
16,5,crease,0.50,0.65,0.9,6644,0.4962,0.6065,3686
16,5,crease,0.50,0.65,0.7,5752,0.4948,0.5876,3186
16,5,crease,0.50,0.75,off,5114,0.4857,0.5296,2825
16,5,crease,0.50,0.75,0.9,4817,0.4851,0.5220,2663
16,5,crease,0.50,0.75,0.7,4279,0.4825,0.5060,2365
16,5,crease,0.60,0.25,off,12285,0.5172,0.7488,6711
16,5,crease,0.60,0.25,0.9,10992,0.5120,0.7368,5999
16,5,crease,0.60,0.25,0.7,9090,0.5069,0.7151,4959
16,5,crease,0.60,0.40,off,9828,0.5162,0.6917,5419
16,5,crease,0.60,0.40,0.9,8918,0.5127,0.6809,4907
16,5,crease,0.60,0.40,0.7,7536,0.5102,0.6618,4135
16,5,crease,0.60,0.55,off,7371,0.5135,0.6208,4086
16,5,crease,0.60,0.55,0.9,6814,0.5113,0.6110,3774
16,5,crease,0.60,0.55,0.7,5897,0.5109,0.5935,3258
16,5,crease,0.60,0.65,off,5733,0.5119,0.5614,3179
16,5,crease,0.60,0.65,0.9,5374,0.5109,0.5534,2984
16,5,crease,0.60,0.65,0.7,4731,0.5113,0.5390,2624
16,5,crease,0.60,0.75,off,4095,0.5002,0.4742,2255
16,5,crease,0.60,0.75,0.9,3888,0.4999,0.4696,2145
16,5,crease,0.60,0.75,0.7,3493,0.4975,0.4557,1921
16,5,crease,0.70,0.25,off,9835,0.5325,0.6991,5376
16,5,crease,0.70,0.25,0.9,8905,0.5274,0.6898,4850
16,5,crease,0.70,0.25,0.7,7533,0.5221,0.6715,4087
16,5,crease,0.70,0.40,off,7868,0.5304,0.6429,4315
16,5,crease,0.70,0.40,0.9,7214,0.5258,0.6331,3941
16,5,crease,0.70,0.40,0.7,6225,0.5233,0.6155,3382
16,5,crease,0.70,0.55,off,5901,0.5272,0.5689,3253
16,5,crease,0.70,0.55,0.9,5509,0.5222,0.5595,3029
16,5,crease,0.70,0.55,0.7,4860,0.5221,0.5454,2664
16,5,crease,0.70,0.65,off,4590,0.5257,0.5121,2521
16,5,crease,0.70,0.65,0.9,4331,0.5223,0.5044,2375
16,5,crease,0.70,0.65,0.7,3888,0.5224,0.4916,2123
16,5,crease,0.70,0.75,off,3279,0.5167,0.4261,1789
16,5,crease,0.70,0.75,0.9,3131,0.5157,0.4225,1706
16,5,crease,0.70,0.75,0.7,2864,0.5159,0.4126,1554
16,5,crease,0.80,0.25,off,7674,0.5491,0.6295,4196
16,5,crease,0.80,0.25,0.9,7033,0.5437,0.6213,3842
16,5,crease,0.80,0.25,0.7,6054,0.5381,0.6076,3298
16,5,crease,0.80,0.40,off,6140,0.5428,0.5712,3373
16,5,crease,0.80,0.40,0.9,5704,0.5380,0.5629,3130
16,5,crease,0.80,0.40,0.7,4993,0.5347,0.5467,2727
16,5,crease,0.80,0.55,off,4605,0.5379,0.5001,2540
16,5,crease,0.80,0.55,0.9,4339,0.5332,0.4934,2388
16,5,crease,0.80,0.55,0.7,3887,0.5318,0.4809,2132
16,5,crease,0.80,0.65,off,3582,0.5353,0.4405,1965
16,5,crease,0.80,0.65,0.9,3416,0.5332,0.4347,1872
16,5,crease,0.80,0.65,0.7,3107,0.5307,0.4247,1696
16,5,crease,0.80,0.75,off,2558,0.5296,0.3629,1386
16,5,crease,0.80,0.75,0.9,2460,0.5290,0.3581,1329
16,5,crease,0.80,0.75,0.7,2279,0.5265,0.3501,1224
16,5,l1,0.10,0.25,off,42663,0.4197,0.9483,23855
16,5,l1,0.10,0.25,0.9,33045,0.4207,0.9330,18453
16,5,l1,0.10,0.25,0.7,21199,0.4181,0.8942,11760
16,5,l1,0.10,0.40,off,34130,0.4441,0.8878,19267
16,5,l1,0.10,0.40,0.9,27270,0.4435,0.8736,15375
16,5,l1,0.10,0.40,0.7,17968,0.4418,0.8362,10041
16,5,l1,0.10,0.55,off,25598,0.4514,0.8263,14570
16,5,l1,0.10,0.55,0.9,21088,0.4527,0.8129,11961
16,5,l1,0.10,0.55,0.7,14547,0.4528,0.7718,8178
16,5,l1,0.10,0.65,off,19910,0.4484,0.7826,11413
16,5,l1,0.10,0.65,0.9,16719,0.4498,0.7670,9564
16,5,l1,0.10,0.65,0.7,11914,0.4518,0.7309,6752
16,5,l1,0.10,0.75,off,14221,0.4457,0.7044,8110
16,5,l1,0.10,0.75,0.9,12255,0.4474,0.6920,6983
16,5,l1,0.10,0.75,0.7,9107,0.4507,0.6564,5156
16,5,l1,0.30,0.25,off,23979,0.4641,0.8890,13202
16,5,l1,0.30,0.25,0.9,20340,0.4598,0.8743,11198
16,5,l1,0.30,0.25,0.7,15178,0.4532,0.8387,8347
16,5,l1,0.30,0.40,off,19184,0.4741,0.8253,10681
16,5,l1,0.30,0.40,0.9,16563,0.4700,0.8113,9203
16,5,l1,0.30,0.40,0.7,12650,0.4653,0.7766,6997
16,5,l1,0.30,0.55,off,14388,0.4750,0.7561,8065
16,5,l1,0.30,0.55,0.9,12708,0.4745,0.7459,7104
16,5,l1,0.30,0.55,0.7,9988,0.4705,0.7084,5572
16,5,l1,0.30,0.65,off,11191,0.4717,0.6983,6274
16,5,l1,0.30,0.65,0.9,10036,0.4716,0.6860,5615
16,5,l1,0.30,0.65,0.7,8060,0.4681,0.6535,4506
16,5,l1,0.30,0.75,off,7993,0.4708,0.6167,4450
16,5,l1,0.30,0.75,0.9,7304,0.4708,0.6082,4064
16,5,l1,0.30,0.75,0.7,6062,0.4683,0.5788,3379
16,5,l1,0.50,0.25,off,15342,0.4994,0.7957,8404
16,5,l1,0.50,0.25,0.9,13527,0.4940,0.7791,7417
16,5,l1,0.50,0.25,0.7,10863,0.4867,0.7506,5937
16,5,l1,0.50,0.40,off,12273,0.5035,0.7346,6771
16,5,l1,0.50,0.40,0.9,10978,0.4997,0.7210,6057
16,5,l1,0.50,0.40,0.7,8971,0.4935,0.6927,4918
16,5,l1,0.50,0.55,off,9205,0.4980,0.6685,5126
16,5,l1,0.50,0.55,0.9,8362,0.4967,0.6560,4657
16,5,l1,0.50,0.55,0.7,7004,0.4938,0.6307,3884
16,5,l1,0.50,0.65,off,7160,0.4963,0.5917,3978
16,5,l1,0.50,0.65,0.9,6595,0.4952,0.5825,3668
16,5,l1,0.50,0.65,0.7,5639,0.4928,0.5650,3133
16,5,l1,0.50,0.75,off,5114,0.4946,0.5151,2840
16,5,l1,0.50,0.75,0.9,4778,0.4939,0.5085,2655
16,5,l1,0.50,0.75,0.7,4196,0.4922,0.4937,2336
16,5,l1,0.60,0.25,off,12285,0.5182,0.7446,6721
16,5,l1,0.60,0.25,0.9,10978,0.5131,0.7324,6005
16,5,l1,0.60,0.25,0.7,9051,0.5069,0.7097,4945
16,5,l1,0.60,0.40,off,9828,0.5162,0.6877,5417
16,5,l1,0.60,0.40,0.9,8914,0.5137,0.6774,4914
16,5,l1,0.60,0.40,0.7,7476,0.5103,0.6568,4107
16,5,l1,0.60,0.55,off,7371,0.5117,0.6139,4098
16,5,l1,0.60,0.55,0.9,6779,0.5108,0.6047,3769
16,5,l1,0.60,0.55,0.7,5782,0.5099,0.5872,3202
16,5,l1,0.60,0.65,off,5733,0.5079,0.5390,3176
16,5,l1,0.60,0.65,0.9,5335,0.5076,0.5327,2955
16,5,l1,0.60,0.65,0.7,4651,0.5056,0.5187,2570
16,5,l1,0.60,0.75,off,4095,0.5043,0.4660,2263
16,5,l1,0.60,0.75,0.9,3868,0.5031,0.4609,2139
16,5,l1,0.60,0.75,0.7,3465,0.5015,0.4495,1914
16,5,l1,0.70,0.25,off,9835,0.5343,0.6987,5383
16,5,l1,0.70,0.25,0.9,8894,0.5291,0.6892,4856
16,5,l1,0.70,0.25,0.7,7518,0.5242,0.6691,4089
16,5,l1,0.70,0.40,off,7868,0.5283,0.6348,4321
16,5,l1,0.70,0.40,0.9,7220,0.5260,0.6271,3965
16,5,l1,0.70,0.40,0.7,6183,0.5227,0.6076,3382
16,5,l1,0.70,0.55,off,5901,0.5259,0.5591,3265
16,5,l1,0.70,0.55,0.9,5469,0.5233,0.5505,3025
16,5,l1,0.70,0.55,0.7,4773,0.5211,0.5355,2625
16,5,l1,0.70,0.65,off,4590,0.5222,0.4925,2531
16,5,l1,0.70,0.65,0.9,4300,0.5217,0.4879,2369
16,5,l1,0.70,0.65,0.7,3835,0.5209,0.4771,2106
16,5,l1,0.70,0.75,off,3279,0.5184,0.4177,1801
16,5,l1,0.70,0.75,0.9,3118,0.5166,0.4130,1713
16,5,l1,0.70,0.75,0.7,2860,0.5152,0.4044,1562
16,5,l1,0.80,0.25,off,7674,0.5504,0.6276,4200
16,5,l1,0.80,0.25,0.9,7016,0.5452,0.6194,3838
16,5,l1,0.80,0.25,0.7,6031,0.5415,0.6031,3291
16,5,l1,0.80,0.40,off,6140,0.5433,0.5648,3368
16,5,l1,0.80,0.40,0.9,5699,0.5399,0.5582,3130
16,5,l1,0.80,0.40,0.7,4961,0.5369,0.5418,2714
16,5,l1,0.80,0.55,off,4605,0.5368,0.4906,2543
16,5,l1,0.80,0.55,0.9,4315,0.5336,0.4821,2382
16,5,l1,0.80,0.55,0.7,3829,0.5307,0.4691,2107
16,5,l1,0.80,0.65,off,3582,0.5341,0.4274,1966
16,5,l1,0.80,0.65,0.9,3386,0.5331,0.4225,1859
16,5,l1,0.80,0.65,0.7,3053,0.5322,0.4120,1673
16,5,l1,0.80,0.75,off,2558,0.5291,0.3546,1399
16,5,l1,0.80,0.75,0.9,2448,0.5281,0.3495,1340
16,5,l1,0.80,0.75,0.7,2272,0.5272,0.3425,1237
16,6,crease,0.10,0.25,off,42663,0.4187,0.9478,23871
16,6,crease,0.10,0.25,0.9,31610,0.4179,0.9304,17645
16,6,crease,0.10,0.25,0.7,19334,0.4119,0.8818,10714
16,6,crease,0.10,0.40,off,34130,0.4413,0.8975,19259
16,6,crease,0.10,0.40,0.9,26280,0.4391,0.8788,14783
16,6,crease,0.10,0.40,0.7,16732,0.4361,0.8359,9344
16,6,crease,0.10,0.55,off,25598,0.4499,0.8360,14606
16,6,crease,0.10,0.55,0.9,20523,0.4495,0.8199,11687
16,6,crease,0.10,0.55,0.7,13815,0.4495,0.7793,7795
16,6,crease,0.10,0.65,off,19910,0.4488,0.7877,11326
16,6,crease,0.10,0.65,0.9,16467,0.4489,0.7715,9361
16,6,crease,0.10,0.65,0.7,11586,0.4474,0.7309,6536
16,6,crease,0.10,0.75,off,14221,0.4475,0.7196,8092
16,6,crease,0.10,0.75,0.9,12173,0.4468,0.7035,6911
16,6,crease,0.10,0.75,0.7,9051,0.4490,0.6673,5119
16,6,crease,0.30,0.25,off,23979,0.4609,0.8888,13216
16,6,crease,0.30,0.25,0.9,19769,0.4540,0.8710,10897
16,6,crease,0.30,0.25,0.7,14152,0.4416,0.8266,7805
16,6,crease,0.30,0.40,off,19184,0.4720,0.8287,10645
16,6,crease,0.30,0.40,0.9,16255,0.4661,0.8128,9007
16,6,crease,0.30,0.40,0.7,12008,0.4575,0.7713,6656
16,6,crease,0.30,0.55,off,14388,0.4751,0.7664,8054
16,6,crease,0.30,0.55,0.9,12489,0.4722,0.7543,7003
16,6,crease,0.30,0.55,0.7,9615,0.4664,0.7136,5386
16,6,crease,0.30,0.65,off,11191,0.4719,0.7109,6260
16,6,crease,0.30,0.65,0.9,9915,0.4704,0.6977,5548
16,6,crease,0.30,0.65,0.7,7870,0.4659,0.6612,4403
16,6,crease,0.30,0.75,off,7993,0.4716,0.6291,4447
16,6,crease,0.30,0.75,0.9,7261,0.4689,0.6163,4038
16,6,crease,0.30,0.75,0.7,5979,0.4673,0.5879,3331
16,6,crease,0.50,0.25,off,15342,0.4988,0.7963,8412
16,6,crease,0.50,0.25,0.9,13247,0.4908,0.7804,7261
16,6,crease,0.50,0.25,0.7,10332,0.4750,0.7530,5648
16,6,crease,0.50,0.40,off,12273,0.5024,0.7406,6775
16,6,crease,0.50,0.40,0.9,10798,0.4966,0.7279,5956
16,6,crease,0.50,0.40,0.7,8619,0.4843,0.7004,4746
16,6,crease,0.50,0.55,off,9205,0.5050,0.6783,5107
16,6,crease,0.50,0.55,0.9,8276,0.5021,0.6661,4598
16,6,crease,0.50,0.55,0.7,6813,0.4930,0.6403,3777
16,6,crease,0.50,0.65,off,7160,0.4994,0.6060,3964
16,6,crease,0.50,0.65,0.9,6531,0.4983,0.5964,3623
16,6,crease,0.50,0.65,0.7,5499,0.4917,0.5752,3052
16,6,crease,0.50,0.75,off,5114,0.4955,0.5268,2825
16,6,crease,0.50,0.75,0.9,4751,0.4920,0.5162,2630
16,6,crease,0.50,0.75,0.7,4140,0.4861,0.5030,2305
16,6,crease,0.60,0.25,off,12285,0.5188,0.7549,6723
16,6,crease,0.60,0.25,0.9,10814,0.5117,0.7419,5914
16,6,crease,0.60,0.25,0.7,8686,0.4971,0.7160,4738
16,6,crease,0.60,0.40,off,9828,0.5171,0.6927,5426
16,6,crease,0.60,0.40,0.9,8800,0.5121,0.6811,4860
16,6,crease,0.60,0.40,0.7,7225,0.5014,0.6580,3980
16,6,crease,0.60,0.55,off,7371,0.5210,0.6246,4078
16,6,crease,0.60,0.55,0.9,6740,0.5185,0.6155,3735
16,6,crease,0.60,0.55,0.7,5671,0.5100,0.5924,3132
16,6,crease,0.60,0.65,off,5733,0.5170,0.5567,3179
16,6,crease,0.60,0.65,0.9,5304,0.5156,0.5489,2944
16,6,crease,0.60,0.65,0.7,4548,0.5109,0.5304,2524
16,6,crease,0.60,0.75,off,4095,0.5109,0.4700,2251
16,6,crease,0.60,0.75,0.9,3850,0.5087,0.4632,2120
16,6,crease,0.60,0.75,0.7,3412,0.5032,0.4505,1884
16,6,crease,0.70,0.25,off,9835,0.5353,0.7031,5368
16,6,crease,0.70,0.25,0.9,8787,0.5284,0.6912,4784
16,6,crease,0.70,0.25,0.7,7244,0.5153,0.6689,3919
16,6,crease,0.70,0.40,off,7868,0.5336,0.6434,4334
16,6,crease,0.70,0.40,0.9,7140,0.5289,0.6329,3937
16,6,crease,0.70,0.40,0.7,6005,0.5199,0.6101,3292
16,6,crease,0.70,0.55,off,5901,0.5336,0.5718,3257
16,6,crease,0.70,0.55,0.9,5457,0.5307,0.5638,3011
16,6,crease,0.70,0.55,0.7,4696,0.5235,0.5434,2577
16,6,crease,0.70,0.65,off,4590,0.5307,0.5036,2529
16,6,crease,0.70,0.65,0.9,4281,0.5278,0.4970,2358
16,6,crease,0.70,0.65,0.7,3761,0.5226,0.4826,2071
16,6,crease,0.70,0.75,off,3279,0.5269,0.4258,1800
16,6,crease,0.70,0.75,0.9,3109,0.5247,0.4204,1707
16,6,crease,0.70,0.75,0.7,2807,0.5183,0.4094,1542
16,6,crease,0.80,0.25,off,7674,0.5495,0.6292,4195
16,6,crease,0.80,0.25,0.9,6966,0.5442,0.6195,3810
16,6,crease,0.80,0.25,0.7,5847,0.5317,0.6007,3176
16,6,crease,0.80,0.40,off,6140,0.5474,0.5671,3376
16,6,crease,0.80,0.40,0.9,5651,0.5437,0.5582,3116
16,6,crease,0.80,0.40,0.7,4847,0.5336,0.5387,2658
16,6,crease,0.80,0.55,off,4605,0.5424,0.4932,2542
16,6,crease,0.80,0.55,0.9,4307,0.5401,0.4866,2382
16,6,crease,0.80,0.55,0.7,3785,0.5325,0.4710,2087
16,6,crease,0.80,0.65,off,3582,0.5406,0.4266,1973
16,6,crease,0.80,0.65,0.9,3382,0.5377,0.4205,1865
16,6,crease,0.80,0.65,0.7,3031,0.5327,0.4134,1674
16,6,crease,0.80,0.75,off,2558,0.5381,0.3548,1400
16,6,crease,0.80,0.75,0.9,2446,0.5345,0.3505,1337
16,6,crease,0.80,0.75,0.7,2237,0.5303,0.3441,1229
16,6,l1,0.10,0.25,off,42663,0.4220,0.9461,23858
16,6,l1,0.10,0.25,0.9,31659,0.4222,0.9277,17647
16,6,l1,0.10,0.25,0.7,19112,0.4207,0.8788,10602
16,6,l1,0.10,0.40,off,34130,0.4468,0.8887,19304
16,6,l1,0.10,0.40,0.9,26246,0.4451,0.8713,14756
16,6,l1,0.10,0.40,0.7,16382,0.4452,0.8274,9171
16,6,l1,0.10,0.55,off,25598,0.4506,0.8244,14629
16,6,l1,0.10,0.55,0.9,20384,0.4521,0.8067,11601
16,6,l1,0.10,0.55,0.7,13332,0.4533,0.7679,7553
16,6,l1,0.10,0.65,off,19910,0.4497,0.7705,11392
16,6,l1,0.10,0.65,0.9,16242,0.4509,0.7514,9251
16,6,l1,0.10,0.65,0.7,11051,0.4519,0.7070,6279
16,6,l1,0.10,0.75,off,14221,0.4495,0.6926,8134
16,6,l1,0.10,0.75,0.9,11965,0.4519,0.6763,6810
16,6,l1,0.10,0.75,0.7,8584,0.4557,0.6413,4880
16,6,l1,0.30,0.25,off,23979,0.4637,0.8811,13220
16,6,l1,0.30,0.25,0.9,19750,0.4582,0.8623,10885
16,6,l1,0.30,0.25,0.7,14044,0.4468,0.8182,7749
16,6,l1,0.30,0.40,off,19184,0.4753,0.8181,10688
16,6,l1,0.30,0.40,0.9,16139,0.4691,0.8006,8973
16,6,l1,0.30,0.40,0.7,11796,0.4604,0.7601,6557
16,6,l1,0.30,0.55,off,14388,0.4746,0.7539,8066
16,6,l1,0.30,0.55,0.9,12392,0.4729,0.7378,6934
16,6,l1,0.30,0.55,0.7,9358,0.4649,0.6993,5241
16,6,l1,0.30,0.65,off,11191,0.4724,0.6904,6264
16,6,l1,0.30,0.65,0.9,9802,0.4719,0.6764,5483
16,6,l1,0.30,0.65,0.7,7606,0.4660,0.6414,4268
16,6,l1,0.30,0.75,off,7993,0.4726,0.6015,4454
16,6,l1,0.30,0.75,0.9,7185,0.4725,0.5907,4002
16,6,l1,0.30,0.75,0.7,5801,0.4687,0.5635,3248
16,6,l1,0.50,0.25,off,15342,0.4998,0.7972,8415
16,6,l1,0.50,0.25,0.9,13211,0.4926,0.7779,7242
16,6,l1,0.50,0.25,0.7,10267,0.4791,0.7493,5620
16,6,l1,0.50,0.40,off,12273,0.5052,0.7356,6810
16,6,l1,0.50,0.40,0.9,10757,0.5002,0.7210,5971
16,6,l1,0.50,0.40,0.7,8498,0.4871,0.6922,4701
16,6,l1,0.50,0.55,off,9205,0.4995,0.6605,5117
16,6,l1,0.50,0.55,0.9,8218,0.4967,0.6462,4575
16,6,l1,0.50,0.55,0.7,6672,0.4862,0.6204,3715
16,6,l1,0.50,0.65,off,7160,0.4965,0.5848,3992
16,6,l1,0.50,0.65,0.9,6469,0.4952,0.5743,3616
16,6,l1,0.50,0.65,0.7,5374,0.4881,0.5535,3019
16,6,l1,0.50,0.75,off,5114,0.4952,0.5068,2824
16,6,l1,0.50,0.75,0.9,4720,0.4936,0.4990,2613
16,6,l1,0.50,0.75,0.7,4050,0.4859,0.4834,2256
